wl,format,i,proj_type,selectivity,filter_type,time,time_preload
classic,orc,2,one,0.0001,point,193.999,74.0121
classic,orc,2,one,0.0001,point,169.55100000000002,67.4496
classic,orc,2,one,0.0001,point,184.251,47.6499
classic,orc,2,one,0.0001,point,152.471,59.022999999999996
classic,orc,2,one,0.0001,point,90.13690000000001,27.670299999999997
classic,orc,2,one,0.0001,point,100.203,31.966300000000004
classic,orc,2,one,0.0001,point,130.43699999999998,50.3104
classic,orc,2,one,0.0001,point,194.07399999999998,66.7025
classic,orc,2,one,0.0001,point,180.058,68.3557
classic,orc,2,one,0.0001,point,181.395,46.0941
classic,orc,2,one,0.0001,point,158.832,59.1813
classic,orc,2,one,0.0001,point,91.20259999999999,24.8583
classic,orc,2,one,0.0001,point,97.283,33.198699999999995
classic,parquet,3,one,0.3,range,35,25
classic,parquet,3,one,0.3,range,29,20
classic,parquet,3,one,0.3,range,32,23
classic,parquet,3,one,0.3,range,25,18
classic,parquet,3,one,0.3,range,15,5
classic,parquet,3,one,0.3,point,29,20
classic,parquet,3,one,0.0001,range,30,21
classic,parquet,3,one,0.0001,range,34,24
classic,parquet,3,one,0.0001,range,23,14
classic,parquet,3,one,0.0001,point,38,28
classic,parquet,3,one,0.0001,point,23,14
classic,parquet,3,one,0.0001,point,96,85
classic,parquet,3,one,0.0001,point,136,121
classic,parquet,3,one,0.0001,point,127,111
classic,parquet,3,one,0.0001,point,149,124
classic,parquet,3,one,0.0001,point,125,111
classic,parquet,3,one,0.0001,point,36,26
classic,parquet,3,one,0.0001,point,23,14
classic,parquet,3,one,0.0001,point,97,86
classic,parquet,3,one,0.0001,point,127,111
classic,parquet,3,one,0.0001,point,133,115
classic,parquet,3,one,0.0001,point,145,120
classic,parquet,3,one,0.0001,point,128,112
classic,parquet,3,one,0.0001,point,34,24
classic,parquet,3,one,0.0001,point,23,14
classic,orc,3,one,0.3,range,90.5022,26.5406
classic,orc,3,one,0.3,range,100.26,33.7889
classic,orc,3,one,0.3,range,90.9427,26.954800000000002
classic,orc,3,one,0.3,range,85.8463,26.461
classic,orc,3,one,0.3,range,124.151,59.0896
classic,orc,3,one,0.3,point,96.86580000000001,33.6858
classic,orc,3,one,0.0001,range,83.4671,30.5092
classic,orc,3,one,0.0001,range,46.3872,12.6651
classic,orc,3,one,0.0001,range,99.8068,31.9107
classic,orc,3,one,0.0001,point,94.9473,28.087600000000002
classic,orc,3,one,0.0001,point,102.161,31.3868
classic,orc,3,one,0.0001,point,128.798,44.4468
classic,orc,3,one,0.0001,point,199.143,71.9204
classic,orc,3,one,0.0001,point,174.205,63.11559999999999
classic,orc,3,one,0.0001,point,189.248,48.050799999999995
classic,orc,3,one,0.0001,point,150.901,59.157599999999995
classic,orc,3,one,0.0001,point,93.82350000000001,27.430300000000003
classic,orc,3,one,0.0001,point,95.7832,32.159
classic,orc,3,one,0.0001,point,133.548,47.029
classic,orc,3,one,0.0001,point,187.622,66.485
classic,orc,3,one,0.0001,point,177.21,69.7812
classic,orc,3,one,0.0001,point,187.552,44.9384
classic,orc,3,one,0.0001,point,154.596,63.10209999999999
classic,orc,3,one,0.0001,point,90.44829999999999,24.9622
classic,orc,3,one,0.0001,point,96.99470000000001,31.929899999999996
classic,parquet,4,one,0.3,range,35,25
classic,parquet,4,one,0.3,range,28,20
classic,parquet,4,one,0.3,range,32,22
classic,parquet,4,one,0.3,range,25,18
classic,parquet,4,one,0.3,range,15,5
classic,parquet,4,one,0.3,point,29,20
classic,parquet,4,one,0.0001,range,29,21
classic,parquet,4,one,0.0001,range,34,24
classic,parquet,4,one,0.0001,range,23,14
classic,parquet,4,one,0.0001,point,38,28
classic,parquet,4,one,0.0001,point,23,14
classic,parquet,4,one,0.0001,point,95,83
classic,parquet,4,one,0.0001,point,136,118
classic,parquet,4,one,0.0001,point,126,112
classic,parquet,4,one,0.0001,point,147,124
classic,parquet,4,one,0.0001,point,127,112
classic,parquet,4,one,0.0001,point,35,26
classic,parquet,4,one,0.0001,point,23,14
classic,parquet,4,one,0.0001,point,97,86
classic,parquet,4,one,0.0001,point,127,110
classic,parquet,4,one,0.0001,point,134,115
classic,parquet,4,one,0.0001,point,144,122
classic,parquet,4,one,0.0001,point,129,113
classic,parquet,4,one,0.0001,point,35,25
classic,parquet,4,one,0.0001,point,23,14
classic,orc,4,one,0.3,range,92.8186,25.838199999999997
classic,orc,4,one,0.3,range,101.137,33.9724
classic,orc,4,one,0.3,range,90.1467,26.3408
classic,orc,4,one,0.3,range,85.34440000000001,26.1843
classic,orc,4,one,0.3,range,123.798,58.7548
classic,orc,4,one,0.3,point,102.338,34.0599
classic,orc,4,one,0.0001,range,82.994,30.927699999999998
classic,orc,4,one,0.0001,range,46.212900000000005,12.642199999999999
classic,orc,4,one,0.0001,range,98.0191,32.108200000000004
classic,orc,4,one,0.0001,point,100.78399999999999,27.4743
classic,orc,4,one,0.0001,point,99.3242,32.058299999999996
classic,orc,4,one,0.0001,point,130.442,45.327
classic,orc,4,one,0.0001,point,194.972,71.9756
classic,orc,4,one,0.0001,point,173.406,62.4133
classic,orc,4,one,0.0001,point,182.262,47.4852
classic,orc,4,one,0.0001,point,149.946,59.3252
classic,orc,4,one,0.0001,point,89.68990000000001,27.3689
classic,orc,4,one,0.0001,point,95.2656,32.1298
classic,orc,4,one,0.0001,point,134.949,47.7826
classic,orc,4,one,0.0001,point,187.909,68.0862
classic,orc,4,one,0.0001,point,177.31900000000002,68.4283
classic,orc,4,one,0.0001,point,188.26399999999998,44.6926
classic,orc,4,one,0.0001,point,160.63,61.9764
classic,orc,4,one,0.0001,point,90.741,24.8948
classic,orc,4,one,0.0001,point,94.8668,32.101400000000005
log,parquet,0,one,0.001,point,18,8
log,parquet,0,one,0.001,point,21,11
log,parquet,0,one,0.001,point,19,9
log,parquet,0,one,0.001,point,16,8
log,parquet,0,one,0.001,point,11,4
log,parquet,0,one,0.001,point,17,8
log,parquet,0,one,0.001,point,53,46
log,parquet,0,one,0.001,point,49,36
log,parquet,0,one,0.001,point,49,41
log,parquet,0,one,0.001,point,17,8
log,parquet,0,one,0.0001,point,17,8
log,parquet,0,one,0.0001,point,18,10
log,parquet,0,one,0.0001,point,16,8
log,parquet,0,one,0.0001,point,12,4
log,parquet,0,one,0.0001,point,17,8
log,parquet,0,one,0.0001,point,57,44
log,parquet,0,one,0.0001,point,50,40
log,parquet,0,one,0.0001,point,16,8
log,parquet,0,one,0.0001,point,19,10
log,parquet,0,one,0.0001,point,17,8
log,parquet,0,one,1e-06,point,21,11
log,parquet,0,one,1e-06,point,18,10
log,parquet,0,one,1e-06,point,24,14
log,parquet,0,one,1e-06,point,17,8
log,parquet,0,one,1e-06,point,12,4
log,parquet,0,one,1e-06,point,16,8
log,parquet,0,one,1e-06,point,52,44
log,parquet,0,one,1e-06,point,22,11
log,parquet,0,one,1e-06,point,18,10
log,parquet,0,one,1e-06,point,25,14
log,orc,0,one,0.001,point,36.69179999999999,29.886699999999998
log,orc,0,one,0.001,point,29.452099999999998,22.8003
log,orc,0,one,0.001,point,43.505700000000004,36.613
log,orc,0,one,0.001,point,34.6951,26.8825
log,orc,0,one,0.001,point,22.181900000000002,14.724900000000002
log,orc,0,one,0.001,point,31.884000000000004,24.8986
log,orc,0,one,0.001,point,30.8469,23.7198
log,orc,0,one,0.001,point,16.0003,9.85803
log,orc,0,one,0.001,point,19.909799999999997,13.02
log,orc,0,one,0.001,point,36.3312,28.900599999999997
log,orc,0,one,0.0001,point,36.0904,29.3571
log,orc,0,one,0.0001,point,45.683,38.0062
log,orc,0,one,0.0001,point,33.887800000000006,26.8873
log,orc,0,one,0.0001,point,21.6847,14.7925
log,orc,0,one,0.0001,point,33.4417,26.682399999999998
log,orc,0,one,0.0001,point,31.1214,24.0433
log,orc,0,one,0.0001,point,19.0214,12.2804
log,orc,0,one,0.0001,point,36.692,28.8249
log,orc,0,one,0.0001,point,42.6772,36.6284
log,orc,0,one,0.0001,point,32.8943,26.4899
log,orc,0,one,1e-06,point,30.691300000000002,22.4804
log,orc,0,one,1e-06,point,43.6436,35.199099999999994
log,orc,0,one,1e-06,point,45.2042,37.6203
log,orc,0,one,1e-06,point,33.4604,26.2007
log,orc,0,one,1e-06,point,22.022199999999998,14.5239
log,orc,0,one,1e-06,point,31.2779,24.5767
log,orc,0,one,1e-06,point,30.4329,24.0324
log,orc,0,one,1e-06,point,30.3497,22.5196
log,orc,0,one,1e-06,point,45.925599999999996,38.0036
log,orc,0,one,1e-06,point,45.409,36.9682
log,parquet,1,one,0.001,point,17,8
log,parquet,1,one,0.001,point,22,11
log,parquet,1,one,0.001,point,19,10
log,parquet,1,one,0.001,point,17,8
log,parquet,1,one,0.001,point,11,4
log,parquet,1,one,0.001,point,16,8
log,parquet,1,one,0.001,point,55,46
log,parquet,1,one,0.001,point,43,36
log,parquet,1,one,0.001,point,49,40
log,parquet,1,one,0.001,point,18,8
log,parquet,1,one,0.0001,point,17,8
log,parquet,1,one,0.0001,point,18,9
log,parquet,1,one,0.0001,point,17,8
log,parquet,1,one,0.0001,point,11,4
log,parquet,1,one,0.0001,point,17,8
log,parquet,1,one,0.0001,point,62,44
log,parquet,1,one,0.0001,point,48,41
log,parquet,1,one,0.0001,point,19,8
log,parquet,1,one,0.0001,point,21,9
log,parquet,1,one,0.0001,point,16,8
log,parquet,1,one,1e-06,point,21,11
log,parquet,1,one,1e-06,point,19,9
log,parquet,1,one,1e-06,point,25,14
log,parquet,1,one,1e-06,point,17,8
log,parquet,1,one,1e-06,point,13,4
log,parquet,1,one,1e-06,point,16,7
log,parquet,1,one,1e-06,point,51,44
log,parquet,1,one,1e-06,point,21,10
log,parquet,1,one,1e-06,point,19,9
log,parquet,1,one,1e-06,point,25,13
log,orc,1,one,0.001,point,38.195800000000006,30.029500000000002
log,orc,1,one,0.001,point,30.629,22.8443
log,orc,1,one,0.001,point,44.6227,36.826299999999996
log,orc,1,one,0.001,point,33.934400000000004,27.1035
log,orc,1,one,0.001,point,21.515900000000002,15.4361
log,orc,1,one,0.001,point,32.268499999999996,24.8828
log,orc,1,one,0.001,point,33.982,23.4288
log,orc,1,one,0.001,point,16.162300000000002,10.2924
log,orc,1,one,0.001,point,20.2087,13.0978
log,orc,1,one,0.001,point,35.592400000000005,29.1862
log,orc,1,one,0.0001,point,36.8996,29.244200000000003
log,orc,1,one,0.0001,point,47.0076,38.105399999999996
log,orc,1,one,0.0001,point,33.1119,26.7577
log,orc,1,one,0.0001,point,21.3527,14.8041
log,orc,1,one,0.0001,point,33.618,26.4976
log,orc,1,one,0.0001,point,34.0955,28.630300000000002
log,orc,1,one,0.0001,point,18.9612,12.2496
log,orc,1,one,0.0001,point,36.3305,28.7252
log,orc,1,one,0.0001,point,43.6263,36.399800000000006
log,orc,1,one,0.0001,point,34.5456,26.503
log,orc,1,one,1e-06,point,30.7476,22.7779
log,orc,1,one,1e-06,point,43.1562,35.1699
log,orc,1,one,1e-06,point,45.7866,37.3651
log,orc,1,one,1e-06,point,32.8095,26.0868
log,orc,1,one,1e-06,point,21.586199999999998,14.6826
log,orc,1,one,1e-06,point,31.8236,24.903299999999998
log,orc,1,one,1e-06,point,30.869400000000002,25.193
log,orc,1,one,1e-06,point,29.9649,22.2941
log,orc,1,one,1e-06,point,44.9769,37.5141
log,orc,1,one,1e-06,point,45.5138,36.915499999999994
log,parquet,2,one,0.001,point,17,8
log,parquet,2,one,0.001,point,20,11
log,parquet,2,one,0.001,point,19,9
log,parquet,2,one,0.001,point,16,8
log,parquet,2,one,0.001,point,11,4
log,parquet,2,one,0.001,point,15,8
log,parquet,2,one,0.001,point,55,47
log,parquet,2,one,0.001,point,42,36
log,parquet,2,one,0.001,point,48,41
log,parquet,2,one,0.001,point,17,8
log,parquet,2,one,0.0001,point,17,8
log,parquet,2,one,0.0001,point,19,10
log,parquet,2,one,0.0001,point,17,8
log,parquet,2,one,0.0001,point,12,4
log,parquet,2,one,0.0001,point,16,7
log,parquet,2,one,0.0001,point,52,44
log,parquet,2,one,0.0001,point,48,41
log,parquet,2,one,0.0001,point,17,8
log,parquet,2,one,0.0001,point,18,9
log,parquet,2,one,0.0001,point,18,8
log,parquet,2,one,1e-06,point,21,11
log,parquet,2,one,1e-06,point,18,10
log,parquet,2,one,1e-06,point,26,15
log,parquet,2,one,1e-06,point,16,8
log,parquet,2,one,1e-06,point,12,4
log,parquet,2,one,1e-06,point,16,8
log,parquet,2,one,1e-06,point,51,43
log,parquet,2,one,1e-06,point,21,10
log,parquet,2,one,1e-06,point,17,9
log,parquet,2,one,1e-06,point,24,15
log,orc,2,one,0.001,point,37.394200000000005,30.018800000000002
log,orc,2,one,0.001,point,30.6506,22.9059
log,orc,2,one,0.001,point,44.099199999999996,36.8059
log,orc,2,one,0.001,point,34.408300000000004,26.9041
log,orc,2,one,0.001,point,22.1768,14.7011
log,orc,2,one,0.001,point,31.9589,24.9627
log,orc,2,one,0.001,point,30.7518,23.553
log,orc,2,one,0.001,point,16.251,10.2392
log,orc,2,one,0.001,point,19.4428,12.857000000000001
log,orc,2,one,0.001,point,36.384899999999995,29.1584
log,orc,2,one,0.0001,point,35.949799999999996,29.2627
log,orc,2,one,0.0001,point,44.7079,37.834199999999996
log,orc,2,one,0.0001,point,33.0183,26.8123
log,orc,2,one,0.0001,point,21.5955,14.7268
log,orc,2,one,0.0001,point,33.3911,26.900199999999998
log,orc,2,one,0.0001,point,30.909,23.4487
log,orc,2,one,0.0001,point,19.669099999999997,12.2805
log,orc,2,one,0.0001,point,36.1543,29.5147
log,orc,2,one,0.0001,point,43.8037,36.229200000000006
log,orc,2,one,0.0001,point,33.613200000000006,26.5458
log,orc,2,one,1e-06,point,29.9959,22.6676
log,orc,2,one,1e-06,point,42.3027,35.387
log,orc,2,one,1e-06,point,46.406299999999995,37.214999999999996
log,orc,2,one,1e-06,point,33.1282,26.1177
log,orc,2,one,1e-06,point,21.252,14.6647
log,orc,2,one,1e-06,point,31.314799999999998,24.408099999999997
log,orc,2,one,1e-06,point,31.069200000000002,23.9956
log,orc,2,one,1e-06,point,28.979499999999998,22.4192
log,orc,2,one,1e-06,point,45.0565,38.0362
log,orc,2,one,1e-06,point,45.1001,37.2804
log,parquet,3,one,0.001,point,17,8
log,parquet,3,one,0.001,point,21,11
log,parquet,3,one,0.001,point,19,9
log,parquet,3,one,0.001,point,16,8
log,parquet,3,one,0.001,point,12,4
log,parquet,3,one,0.001,point,17,7
log,parquet,3,one,0.001,point,55,46
log,parquet,3,one,0.001,point,43,36
log,parquet,3,one,0.001,point,49,40
log,parquet,3,one,0.001,point,17,8
log,parquet,3,one,0.0001,point,17,8
log,parquet,3,one,0.0001,point,19,10
log,parquet,3,one,0.0001,point,16,8
log,parquet,3,one,0.0001,point,11,4
log,parquet,3,one,0.0001,point,17,8
log,parquet,3,one,0.0001,point,52,43
log,parquet,3,one,0.0001,point,49,41
log,parquet,3,one,0.0001,point,17,8
log,parquet,3,one,0.0001,point,20,9
log,parquet,3,one,0.0001,point,17,8
log,parquet,3,one,1e-06,point,22,10
log,parquet,3,one,1e-06,point,20,9
log,parquet,3,one,1e-06,point,25,13
log,parquet,3,one,1e-06,point,16,8
log,parquet,3,one,1e-06,point,13,4
log,parquet,3,one,1e-06,point,17,8
log,parquet,3,one,1e-06,point,52,44
log,parquet,3,one,1e-06,point,21,10
log,parquet,3,one,1e-06,point,18,9
log,parquet,3,one,1e-06,point,26,14
log,orc,3,one,0.001,point,37.8418,29.764200000000002
log,orc,3,one,0.001,point,29.811799999999998,22.7337
log,orc,3,one,0.001,point,44.3562,36.3842
log,orc,3,one,0.001,point,34.271,26.9272
log,orc,3,one,0.001,point,21.1345,14.7815
log,orc,3,one,0.001,point,31.9098,25.189799999999998
log,orc,3,one,0.001,point,34.9572,23.8909
log,orc,3,one,0.001,point,15.986500000000001,10.210500000000001
log,orc,3,one,0.001,point,19.7889,12.9513
log,orc,3,one,0.001,point,36.3232,29.3032
log,orc,3,one,0.0001,point,36.714499999999994,29.270999999999997
log,orc,3,one,0.0001,point,44.9653,37.691
log,orc,3,one,0.0001,point,33.014500000000005,26.4617
log,orc,3,one,0.0001,point,20.8416,14.7873
log,orc,3,one,0.0001,point,33.2868,26.344099999999997
log,orc,3,one,0.0001,point,29.8177,24.512800000000002
log,orc,3,one,0.0001,point,18.7075,12.3536
log,orc,3,one,0.0001,point,36.206,28.9159
log,orc,3,one,0.0001,point,43.7083,36.3427
log,orc,3,one,0.0001,point,33.3042,26.5518
log,orc,3,one,1e-06,point,30.586100000000002,22.506800000000002
log,orc,3,one,1e-06,point,42.201,35.094899999999996
log,orc,3,one,1e-06,point,45.3105,37.3647
log,orc,3,one,1e-06,point,32.481,26.0595
log,orc,3,one,1e-06,point,21.633599999999998,14.711699999999999
log,orc,3,one,1e-06,point,30.592000000000002,24.5886
log,orc,3,one,1e-06,point,31.11,24.4436
log,orc,3,one,1e-06,point,29.6936,22.495
log,orc,3,one,1e-06,point,44.9388,37.600500000000004
log,orc,3,one,1e-06,point,44.9135,37.1621
log,parquet,4,one,0.001,point,17,8
log,parquet,4,one,0.001,point,21,11
log,parquet,4,one,0.001,point,18,9
log,parquet,4,one,0.001,point,16,8
log,parquet,4,one,0.001,point,12,4
log,parquet,4,one,0.001,point,16,7
log,parquet,4,one,0.001,point,54,46
log,parquet,4,one,0.001,point,44,36
log,parquet,4,one,0.001,point,49,40
log,parquet,4,one,0.001,point,16,8
log,parquet,4,one,0.0001,point,17,8
log,parquet,4,one,0.0001,point,18,9
log,parquet,4,one,0.0001,point,17,8
log,parquet,4,one,0.0001,point,12,4
log,parquet,4,one,0.0001,point,16,8
log,parquet,4,one,0.0001,point,51,44
log,parquet,4,one,0.0001,point,48,41
log,parquet,4,one,0.0001,point,18,8
log,parquet,4,one,0.0001,point,18,10
log,parquet,4,one,0.0001,point,17,8
log,parquet,4,one,1e-06,point,21,10
log,parquet,4,one,1e-06,point,19,9
log,parquet,4,one,1e-06,point,26,15
log,parquet,4,one,1e-06,point,17,8
log,parquet,4,one,1e-06,point,12,4
log,parquet,4,one,1e-06,point,16,8
log,parquet,4,one,1e-06,point,51,44
log,parquet,4,one,1e-06,point,20,11
log,parquet,4,one,1e-06,point,18,10
log,parquet,4,one,1e-06,point,25,15
log,orc,4,one,0.001,point,37.1039,30.1679
log,orc,4,one,0.001,point,30.290999999999997,23.0946
log,orc,4,one,0.001,point,43.7435,37.1162
log,orc,4,one,0.001,point,34.132799999999996,27.2806
log,orc,4,one,0.001,point,21.3822,14.8784
log,orc,4,one,0.001,point,32.332,25.1298
log,orc,4,one,0.001,point,32.7121,24.0167
log,orc,4,one,0.001,point,16.5033,10.0389
log,orc,4,one,0.001,point,19.470299999999998,12.9401
log,orc,4,one,0.001,point,36.2797,29.4485
log,orc,4,one,0.0001,point,37.025099999999995,29.5483
log,orc,4,one,0.0001,point,45.2731,37.9277
log,orc,4,one,0.0001,point,33.241800000000005,26.807199999999998
log,orc,4,one,0.0001,point,22.2082,14.8156
log,orc,4,one,0.0001,point,33.7691,26.5511
log,orc,4,one,0.0001,point,35.2723,25.2949
log,orc,4,one,0.0001,point,19.1991,12.3822
log,orc,4,one,0.0001,point,36.9714,29.1055
log,orc,4,one,0.0001,point,43.2217,36.4527
log,orc,4,one,0.0001,point,33.0004,27.3719
log,orc,4,one,1e-06,point,30.129199999999997,22.8259
log,orc,4,one,1e-06,point,42.8792,35.3497
log,orc,4,one,1e-06,point,47.084399999999995,37.8094
log,orc,4,one,1e-06,point,32.6695,26.3045
log,orc,4,one,1e-06,point,21.6706,14.804
log,orc,4,one,1e-06,point,31.398000000000003,24.4202
log,orc,4,one,1e-06,point,35.9924,26.1476
log,orc,4,one,1e-06,point,30.4785,22.479400000000002
log,orc,4,one,1e-06,point,44.3136,37.8237
log,orc,4,one,1e-06,point,45.273599999999995,37.0511
ml,parquet,0,one,0.3,point,38,27
ml,parquet,0,one,0.3,point,25,18
ml,parquet,0,one,0.3,point,7,2
ml,parquet,0,one,0.3,point,47,40
ml,parquet,0,one,0.3,point,46,38
ml,parquet,0,one,0.3,point,38,28
ml,parquet,0,one,0.3,point,23,15
ml,parquet,0,one,0.3,point,6,2
ml,parquet,0,one,0.3,point,44,37
ml,parquet,0,one,0.3,point,23,16
ml,parquet,0,one,0.0001,point,34,24
ml,parquet,0,one,0.0001,point,15,5
ml,parquet,0,one,0.0001,point,14,5
ml,parquet,0,one,0.0001,point,18,6
ml,parquet,0,one,0.0001,point,16,6
ml,parquet,0,one,0.0001,point,53,43
ml,parquet,0,one,0.0001,point,141,121
ml,parquet,0,one,0.0001,point,32,24
ml,parquet,0,one,0.0001,point,15,6
ml,parquet,0,one,0.0001,point,16,6
ml,parquet,0,one,0.0001,point,16,7
ml,parquet,0,one,0.0001,point,16,8
ml,parquet,0,one,0.0001,point,62,52
ml,parquet,0,one,0.0001,point,160,115
ml,parquet,0,one,0.0001,point,34,24
ml,parquet,0,one,0.0001,point,15,6
ml,parquet,0,one,0.0001,point,15,6
ml,parquet,0,one,0.0001,point,15,6
ml,parquet,0,one,0.0001,point,16,5
ml,parquet,0,one,0.0001,point,56,45
ml,orc,0,one,0.3,point,14.7251,6.16609
ml,orc,0,one,0.3,point,26.895,19.8003
ml,orc,0,one,0.3,point,20.2988,11.5246
ml,orc,0,one,0.3,point,32.7066,25.299100000000003
ml,orc,0,one,0.3,point,20.1033,14.5449
ml,orc,0,one,0.3,point,13.6952,6.25375
ml,orc,0,one,0.3,point,25.038999999999998,17.2194
ml,orc,0,one,0.3,point,18.160800000000002,10.5674
ml,orc,0,one,0.3,point,18.9188,13.055900000000001
ml,orc,0,one,0.3,point,24.3143,17.0469
ml,orc,0,one,0.0001,point,20.2466,12.829500000000001
ml,orc,0,one,0.0001,point,57.809,49.2102
ml,orc,0,one,0.0001,point,63.72070000000001,54.4932
ml,orc,0,one,0.0001,point,57.479299999999995,48.677400000000006
ml,orc,0,one,0.0001,point,56.7671,47.0756
ml,orc,0,one,0.0001,point,27.060299999999998,21.0049
ml,orc,0,one,0.0001,point,43.6981,29.2053
ml,orc,0,one,0.0001,point,23.1079,15.0917
ml,orc,0,one,0.0001,point,58.099,49.0565
ml,orc,0,one,0.0001,point,63.355999999999995,53.428200000000004
ml,orc,0,one,0.0001,point,57.2221,48.8113
ml,orc,0,one,0.0001,point,55.4086,46.3902
ml,orc,0,one,0.0001,point,30.1462,22.8089
ml,orc,0,one,0.0001,point,37.6021,23.285400000000003
ml,orc,0,one,0.0001,point,20.735,12.880799999999999
ml,orc,0,one,0.0001,point,58.7908,49.7012
ml,orc,0,one,0.0001,point,59.9149,51.6654
ml,orc,0,one,0.0001,point,58.288,49.1522
ml,orc,0,one,0.0001,point,56.0495,46.926
ml,orc,0,one,0.0001,point,25.2862,19.792299999999997
ml,parquet,1,one,0.3,point,37,27
ml,parquet,1,one,0.3,point,25,17
ml,parquet,1,one,0.3,point,8,2
ml,parquet,1,one,0.3,point,48,40
ml,parquet,1,one,0.3,point,47,39
ml,parquet,1,one,0.3,point,39,29
ml,parquet,1,one,0.3,point,23,15
ml,parquet,1,one,0.3,point,7,2
ml,parquet,1,one,0.3,point,47,37
ml,parquet,1,one,0.3,point,26,16
ml,parquet,1,one,0.0001,point,33,23
ml,parquet,1,one,0.0001,point,14,6
ml,parquet,1,one,0.0001,point,14,6
ml,parquet,1,one,0.0001,point,15,6
ml,parquet,1,one,0.0001,point,15,5
ml,parquet,1,one,0.0001,point,52,43
ml,parquet,1,one,0.0001,point,135,119
ml,parquet,1,one,0.0001,point,33,23
ml,parquet,1,one,0.0001,point,15,5
ml,parquet,1,one,0.0001,point,14,6
ml,parquet,1,one,0.0001,point,14,6
ml,parquet,1,one,0.0001,point,15,6
ml,parquet,1,one,0.0001,point,57,48
ml,parquet,1,one,0.0001,point,130,115
ml,parquet,1,one,0.0001,point,32,24
ml,parquet,1,one,0.0001,point,14,5
ml,parquet,1,one,0.0001,point,17,6
ml,parquet,1,one,0.0001,point,16,6
ml,parquet,1,one,0.0001,point,15,6
ml,parquet,1,one,0.0001,point,54,46
ml,orc,1,one,0.3,point,15.3657,6.15578
ml,orc,1,one,0.3,point,26.891000000000002,19.6878
ml,orc,1,one,0.3,point,18.1904,11.587399999999999
ml,orc,1,one,0.3,point,31.961000000000002,25.3007
ml,orc,1,one,0.3,point,19.4435,14.26
ml,orc,1,one,0.3,point,14.4574,6.1332
ml,orc,1,one,0.3,point,24.497899999999998,17.3918
ml,orc,1,one,0.3,point,17.3957,10.5432
ml,orc,1,one,0.3,point,18.0853,12.9748
ml,orc,1,one,0.3,point,24.0411,17.2226
ml,orc,1,one,0.0001,point,20.5325,12.699300000000001
ml,orc,1,one,0.0001,point,59.3616,49.2892
ml,orc,1,one,0.0001,point,64.292,54.427299999999995
ml,orc,1,one,0.0001,point,57.712399999999995,48.5379
ml,orc,1,one,0.0001,point,55.5807,47.3071
ml,orc,1,one,0.0001,point,23.7727,21.1327
ml,orc,1,one,0.0001,point,44.199799999999996,30.1184
ml,orc,1,one,0.0001,point,23.3564,14.7741
ml,orc,1,one,0.0001,point,57.1392,48.8754
ml,orc,1,one,0.0001,point,61.8841,53.178999999999995
ml,orc,1,one,0.0001,point,58.2515,48.6569
ml,orc,1,one,0.0001,point,55.357000000000006,46.159
ml,orc,1,one,0.0001,point,29.997,22.1897
ml,orc,1,one,0.0001,point,38.872499999999995,23.6122
ml,orc,1,one,0.0001,point,21.1668,12.747100000000001
ml,orc,1,one,0.0001,point,59.0516,49.9734
ml,orc,1,one,0.0001,point,60.5071,51.4192
ml,orc,1,one,0.0001,point,58.6434,49.7552
ml,orc,1,one,0.0001,point,55.720400000000005,46.9909
ml,orc,1,one,0.0001,point,24.8793,19.464599999999997
ml,parquet,2,one,0.3,point,36,27
ml,parquet,2,one,0.3,point,24,17
ml,parquet,2,one,0.3,point,7,2
ml,parquet,2,one,0.3,point,48,40
ml,parquet,2,one,0.3,point,45,38
ml,parquet,2,one,0.3,point,38,29
ml,parquet,2,one,0.3,point,23,15
ml,parquet,2,one,0.3,point,7,2
ml,parquet,2,one,0.3,point,44,37
ml,parquet,2,one,0.3,point,25,16
ml,parquet,2,one,0.0001,point,34,24
ml,parquet,2,one,0.0001,point,15,6
ml,parquet,2,one,0.0001,point,14,5
ml,parquet,2,one,0.0001,point,14,6
ml,parquet,2,one,0.0001,point,15,6
ml,parquet,2,one,0.0001,point,56,44
ml,parquet,2,one,0.0001,point,135,119
ml,parquet,2,one,0.0001,point,34,23
ml,parquet,2,one,0.0001,point,14,6
ml,parquet,2,one,0.0001,point,15,6
ml,parquet,2,one,0.0001,point,15,5
ml,parquet,2,one,0.0001,point,15,6
ml,parquet,2,one,0.0001,point,58,49
ml,parquet,2,one,0.0001,point,131,113
ml,parquet,2,one,0.0001,point,34,24
ml,parquet,2,one,0.0001,point,15,6
ml,parquet,2,one,0.0001,point,14,5
ml,parquet,2,one,0.0001,point,14,6
ml,parquet,2,one,0.0001,point,14,5
ml,parquet,2,one,0.0001,point,55,47
ml,orc,2,one,0.3,point,14.551100000000002,6.46068
ml,orc,2,one,0.3,point,26.3206,19.699399999999997
ml,orc,2,one,0.3,point,19.1147,11.613800000000001
ml,orc,2,one,0.3,point,32.0246,25.056700000000003
ml,orc,2,one,0.3,point,19.302599999999998,13.2216
ml,orc,2,one,0.3,point,13.637099999999998,6.0975600000000005
ml,orc,2,one,0.3,point,24.0183,17.328500000000002
ml,orc,2,one,0.3,point,17.0188,10.6911
ml,orc,2,one,0.3,point,17.9678,13.055499999999999
ml,orc,2,one,0.3,point,24.547800000000002,17.103
ml,orc,2,one,0.0001,point,20.2883,12.799700000000001
ml,orc,2,one,0.0001,point,56.8215,48.9991
