,file,lib,time_(s)
0,depth_shallow_1.pq,cudf,0.02763652801513672
1,depth_shallow_1.pq,pyarrow,0.03374147415161133
2,depth_shallow_1.orc,cudf,0.027749300003051758
3,depth_shallow_1.orc,pyarrow,0.03768157958984375
4,depth_shallow_2.pq,cudf,0.048882484436035156
5,depth_shallow_2.pq,pyarrow,0.1672818660736084
6,depth_shallow_2.orc,cudf,0.04135560989379883
7,depth_shallow_2.orc,pyarrow,0.4943115711212158
8,depth_shallow_3.pq,cudf,0.06879186630249023
9,depth_shallow_3.pq,pyarrow,0.2963070869445801
10,depth_shallow_3.orc,cudf,0.06290483474731445
11,depth_shallow_3.orc,pyarrow,1.0690288543701172
12,depth_shallow_4.pq,cudf,0.09254336357116699
13,depth_shallow_4.pq,pyarrow,0.33701658248901367
14,depth_shallow_4.orc,cudf,0.09671568870544434
15,depth_shallow_4.orc,pyarrow,1.6786446571350098
16,depth_shallow_5.pq,cudf,0.1156015396118164
17,depth_shallow_5.pq,pyarrow,0.48017430305480957
18,depth_shallow_5.orc,cudf,0.10352540016174316
19,depth_shallow_5.orc,pyarrow,2.277010917663574
20,depth_shallow_6.pq,cudf,0.1405494213104248
21,depth_shallow_6.pq,pyarrow,0.5210087299346924
22,depth_shallow_6.orc,cudf,0.12676548957824707
23,depth_shallow_6.orc,pyarrow,2.8873980045318604
24,depth_shallow_8.pq,cudf,0.18503117561340332
25,depth_shallow_8.pq,pyarrow,0.6670749187469482
26,depth_shallow_8.orc,cudf,0.1743488311767578
27,depth_shallow_8.orc,pyarrow,4.001499652862549
28,depth_shallow_10.pq,cudf,0.23162603378295898
29,depth_shallow_10.pq,pyarrow,0.9045274257659912
30,depth_shallow_10.orc,cudf,0.20983123779296875
31,depth_shallow_10.orc,pyarrow,5.488930702209473
32,depth_shallow_1.pq,cudf,0.021762609481811523
33,depth_shallow_1.pq,pyarrow,0.04182124137878418
34,depth_shallow_1.orc,cudf,0.021378755569458008
35,depth_shallow_1.orc,pyarrow,0.04862380027770996
36,depth_shallow_2.pq,cudf,0.05170845985412598
37,depth_shallow_2.pq,pyarrow,0.17629647254943848
38,depth_shallow_2.orc,cudf,0.04535698890686035
39,depth_shallow_2.orc,pyarrow,0.5429754257202148
40,depth_shallow_3.pq,cudf,0.07560276985168457
41,depth_shallow_3.pq,pyarrow,0.2959747314453125
42,depth_shallow_3.orc,cudf,0.07127237319946289
43,depth_shallow_3.orc,pyarrow,1.1313591003417969
44,depth_shallow_4.pq,cudf,0.10126376152038574
45,depth_shallow_4.pq,pyarrow,0.3847081661224365
46,depth_shallow_4.orc,cudf,0.08751535415649414
47,depth_shallow_4.orc,pyarrow,1.732555627822876
48,depth_shallow_5.pq,cudf,0.12581491470336914
49,depth_shallow_5.pq,pyarrow,0.4536406993865967
50,depth_shallow_5.orc,cudf,0.09218549728393555
51,depth_shallow_5.orc,pyarrow,2.3271408081054688
52,depth_shallow_6.pq,cudf,0.12532758712768555
53,depth_shallow_6.pq,pyarrow,0.5469768047332764
54,depth_shallow_6.orc,cudf,0.11467123031616211
55,depth_shallow_6.orc,pyarrow,2.931433916091919
56,depth_shallow_8.pq,cudf,0.16315388679504395
57,depth_shallow_8.pq,pyarrow,0.6875436305999756
58,depth_shallow_8.orc,cudf,0.15297746658325195
59,depth_shallow_8.orc,pyarrow,4.011866092681885
60,depth_shallow_10.pq,cudf,0.19962668418884277
61,depth_shallow_10.pq,pyarrow,0.8762071132659912
62,depth_shallow_10.orc,cudf,0.25973081588745117
63,depth_shallow_10.orc,pyarrow,5.517853260040283
64,depth_shallow_1.pq,cudf,0.02219676971435547
65,depth_shallow_1.pq,pyarrow,0.03768634796142578
66,depth_shallow_1.orc,cudf,0.022240638732910156
67,depth_shallow_1.orc,pyarrow,0.06069684028625488
68,depth_shallow_2.pq,cudf,0.05296730995178223
69,depth_shallow_2.pq,pyarrow,0.16217374801635742
70,depth_shallow_2.orc,cudf,0.04630231857299805
71,depth_shallow_2.orc,pyarrow,0.5489563941955566
72,depth_shallow_3.pq,cudf,0.07504153251647949
73,depth_shallow_3.pq,pyarrow,0.31848621368408203
74,depth_shallow_3.orc,cudf,0.07177543640136719
75,depth_shallow_3.orc,pyarrow,1.1398282051086426
76,depth_shallow_4.pq,cudf,0.10165095329284668
77,depth_shallow_4.pq,pyarrow,0.3727126121520996
78,depth_shallow_4.orc,cudf,0.09357643127441406
79,depth_shallow_4.orc,pyarrow,1.741626262664795
80,depth_shallow_5.pq,cudf,0.1152958869934082
81,depth_shallow_5.pq,pyarrow,0.46183228492736816
82,depth_shallow_5.orc,cudf,0.10431313514709473
83,depth_shallow_5.orc,pyarrow,2.329318046569824
84,depth_shallow_6.pq,cudf,0.1373271942138672
85,depth_shallow_6.pq,pyarrow,0.524651288986206
86,depth_shallow_6.orc,cudf,0.11367440223693848
87,depth_shallow_6.orc,pyarrow,2.967785358428955
88,depth_shallow_8.pq,cudf,0.1632518768310547
89,depth_shallow_8.pq,pyarrow,0.6787912845611572
90,depth_shallow_8.orc,cudf,0.19158148765563965
91,depth_shallow_8.orc,pyarrow,4.044471263885498
92,depth_shallow_10.pq,cudf,0.20076584815979004
93,depth_shallow_10.pq,pyarrow,0.8787150382995605
94,depth_shallow_10.orc,cudf,0.21610236167907715
95,depth_shallow_10.orc,pyarrow,5.51558518409729
96,depth_shallow_1.pq,cudf,0.01756763458251953
97,depth_shallow_1.pq,pyarrow,0.03986167907714844
98,depth_shallow_1.orc,cudf,0.017941951751708984
99,depth_shallow_1.orc,pyarrow,0.03397631645202637
100,depth_shallow_2.pq,cudf,0.040518760681152344
101,depth_shallow_2.pq,pyarrow,0.15208148956298828
102,depth_shallow_2.orc,cudf,0.03647971153259277
103,depth_shallow_2.orc,pyarrow,0.5544297695159912
104,depth_shallow_3.pq,cudf,0.061093807220458984
105,depth_shallow_3.pq,pyarrow,0.23839116096496582
106,depth_shallow_3.orc,cudf,0.055155277252197266
107,depth_shallow_3.orc,pyarrow,1.1419939994812012
108,depth_shallow_4.pq,cudf,0.08242273330688477
109,depth_shallow_4.pq,pyarrow,0.3473024368286133
110,depth_shallow_4.orc,cudf,0.07410144805908203
111,depth_shallow_4.orc,pyarrow,1.726386308670044
112,depth_shallow_5.pq,cudf,0.1054081916809082
113,depth_shallow_5.pq,pyarrow,0.47539854049682617
114,depth_shallow_5.orc,cudf,0.09317183494567871
115,depth_shallow_5.orc,pyarrow,2.329319953918457
116,depth_shallow_6.pq,cudf,0.1193387508392334
117,depth_shallow_6.pq,pyarrow,0.5469083786010742
118,depth_shallow_6.orc,cudf,0.11401987075805664
119,depth_shallow_6.orc,pyarrow,2.9558286666870117
120,depth_shallow_8.pq,cudf,0.15982460975646973
121,depth_shallow_8.pq,pyarrow,0.7205691337585449
122,depth_shallow_8.orc,cudf,0.1533050537109375
123,depth_shallow_8.orc,pyarrow,4.043731927871704
124,depth_shallow_10.pq,cudf,0.20077013969421387
125,depth_shallow_10.pq,pyarrow,0.8936676979064941
126,depth_shallow_10.orc,cudf,0.21120333671569824
127,depth_shallow_10.orc,pyarrow,5.536979675292969
128,depth_shallow_1.pq,cudf,0.01673102378845215
129,depth_shallow_1.pq,pyarrow,0.04171633720397949
130,depth_shallow_1.orc,cudf,0.017015457153320312
131,depth_shallow_1.orc,pyarrow,0.04938769340515137
132,depth_shallow_2.pq,cudf,0.040598154067993164
133,depth_shallow_2.pq,pyarrow,0.17071080207824707
134,depth_shallow_2.orc,cudf,0.038620948791503906
135,depth_shallow_2.orc,pyarrow,0.5363802909851074
136,depth_shallow_3.pq,cudf,0.062349796295166016
137,depth_shallow_3.pq,pyarrow,0.30661678314208984
138,depth_shallow_3.orc,cudf,0.05650782585144043
139,depth_shallow_3.orc,pyarrow,1.1416702270507812
